,wrapperType,artistId,collectionId,artistName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,country,currency,releaseDate,primaryGenreName,previewUrl,description,copyright,kind,trackId,collectionName,trackName,collectionCensoredName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,collectionArtistId,collectionArtistViewUrl,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,contentAdvisoryRating,shortDescription,longDescription,hasITunesExtras,collectionArtistName,amgArtistId
151,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/she-loves-you/1440833098?i=1440833539&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1963-08-23T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/3d/63/4c/3d634c82-d00e-19a5-8cb9-63cd6f24bd75/mzaf_11272993217155636113.plus.aac.p.m4a,,,song,1440833539.0,1,She Loves You,1,She Loves You,https://music.apple.com/us/album/she-loves-you/1440833098?i=1440833539&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,3.0,140920.0,True,,,,,,,,,,,,
152,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/ticket-to-ride/1440833098?i=1440833554&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1965-04-09T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/dd/f9/b4/ddf9b466-f76f-62e0-1ef5-eb79342df65d/mzaf_13912107514273696313.plus.aac.p.m4a,,,song,1440833554.0,1,Ticket to Ride,1,Ticket to Ride,https://music.apple.com/us/album/ticket-to-ride/1440833098?i=1440833554&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,9.0,190120.0,True,,,,,,,,,,,,
153,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/paperback-writer/1440833098?i=1440833899&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1966-05-30T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/48/1b/99/481b997e-8169-b620-f704-98a4099d31cd/mzaf_17782767214347210065.plus.aac.p.m4a,,,song,1440833899.0,1,Paperback Writer,1,Paperback Writer,https://music.apple.com/us/album/paperback-writer/1440833098?i=1440833899&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,14.0,138200.0,True,,,,,,,,,,,,
154,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/i-feel-fine/1440833098?i=1440833545&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1964-11-24T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/c9/2d/0c/c92d0c80-1387-6aa6-6d18-99ee0bec5ed5/mzaf_12170257385284309274.plus.aac.p.m4a,,,song,1440833545.0,1,I Feel Fine,1,I Feel Fine,https://music.apple.com/us/album/i-feel-fine/1440833098?i=1440833545&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,7.0,139347.0,True,,,,,,,,,,,,
155,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/the-ballad-of-john-and-yoko/1440833098?i=1440834231&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1969-05-30T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/bc/68/6e/bc686e63-803e-f979-95dd-0578cd0dff16/mzaf_18023302401020962637.plus.aac.p.m4a,,,song,1440834231.0,1,The Ballad of John and Yoko,1,The Ballad of John and Yoko,https://music.apple.com/us/album/the-ballad-of-john-and-yoko/1440833098?i=1440834231&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,23.0,179480.0,True,,,,,,,,,,,,
156,track,136975.0,1441164495.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be/1441164495?i=1441164738&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ae/98/4c/ae984c7a-cd06-a7cd-e8bf-32cb15ba698d/00602567705475.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ae/98/4c/ae984c7a-cd06-a7cd-e8bf-32cb15ba698d/00602567705475.rgb.jpg/100x100bb.jpg,12.99,notExplicit,12.0,USA,USD,1970-03-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/0f/f7/e1/0ff7e145-6be6-4341-4fa1-32999d20707f/mzaf_15493778815944217662.plus.aac.p.m4a,,,song,1441164738.0,Let It Be,Let It Be,Let It Be,Let It Be,https://music.apple.com/us/album/let-it-be/1441164495?i=1441164738&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ae/98/4c/ae984c7a-cd06-a7cd-e8bf-32cb15ba698d/00602567705475.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,6.0,243027.0,True,,,,,,,,,,,,
157,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/lady-madonna/1440833098?i=1440834222&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1968-03-15T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/a4/87/0c/a4870c1f-01a4-7b84-6f6d-e5f63257b0de/mzaf_11546355007914301417.plus.aac.p.m4a,,,song,1440834222.0,1,Lady Madonna,1,Lady Madonna,https://music.apple.com/us/album/lady-madonna/1440833098?i=1440834222&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,20.0,136827.0,True,,,,,,,,,,,,
158,track,136975.0,1440833098.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/from-me-to-you/1440833098?i=1440833534&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1963-04-11T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/40/85/ae/4085aea1-158e-4dcb-253e-81ba02e0113f/mzaf_7217419022362429006.plus.aac.p.m4a,,,song,1440833534.0,1,From Me to You,1,From Me to You,https://music.apple.com/us/album/from-me-to-you/1440833098?i=1440833534&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,2.0,116160.0,True,,,,,,,,,,,,
159,track,315816847.0,696884325.0,Glee Cast,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/youve-got-to-hide-your-love-away-glee-cast-version/696884325?i=696885173&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/29/13/cf/2913cfdc-e8ed-20ee-f240-096ecd922b12/mzaf_2167063295812116768.plus.aac.p.m4a,,,song,696885173.0,Glee Sings the Beatles,You've Got To Hide Your Love Away (Glee Cast Version),Glee Sings the Beatles,You've Got To Hide Your Love Away (Glee Cast Version),https://music.apple.com/us/album/youve-got-to-hide-your-love-away-glee-cast-version/696884325?i=696885173&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,4.0,163227.0,True,,,,,,,,,,,,
160,track,137050.0,1404499304.0,John Scofield,https://music.apple.com/us/artist/john-scofield/137050?uo=4,https://music.apple.com/us/album/the-beatles/1404499304?i=1404499319&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/08/00/a3/0800a3c1-e76a-dc8d-f6a2-3e2ec9360a23/886446917139.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/08/00/a3/0800a3c1-e76a-dc8d-f6a2-3e2ec9360a23/886446917139.jpg/100x100bb.jpg,5.99,notExplicit,6.0,USA,USD,1979-02-01T12:00:00Z,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/08/fe/c7/08fec79c-fadb-050f-86f3-7c36cca606fb/mzaf_17059752722673676727.plus.aac.p.m4a,,,song,1404499319.0,Who's Who,The Beatles,Who's Who,The Beatles,https://music.apple.com/us/album/the-beatles/1404499304?i=1404499319&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/08/00/a3/0800a3c1-e76a-dc8d-f6a2-3e2ec9360a23/886446917139.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,3.0,298667.0,True,,,,,,,,,,,,
161,track,136975.0,1441164362.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/till-there-was-you/1441164362?i=1441164632&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/03/02/d2/0302d204-77c1-0c87-e03a-698bd31cf038/00602567725619.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/03/02/d2/0302d204-77c1-0c87-e03a-698bd31cf038/00602567725619.rgb.jpg/100x100bb.jpg,12.99,notExplicit,14.0,USA,USD,1963-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/80/6c/54/806c544c-d072-88b8-946c-b2e77cccca9c/mzaf_11604364703230360032.plus.aac.p.m4a,,,song,1441164632.0,With The Beatles,Till There Was You,With The Beatles,Till There Was You,https://music.apple.com/us/album/till-there-was-you/1441164362?i=1441164632&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/03/02/d2/0302d204-77c1-0c87-e03a-698bd31cf038/00602567725619.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,6.0,133507.0,True,,,,,,,,,,,,
162,audiobook,782422119.0,1691917367.0,Peter Brown & Steven Gaines,https://books.apple.com/us/author/peter-brown/id782422119?uo=4,https://books.apple.com/us/audiobook/all-you-need-is-love-the-beatles-in-their-own-words/id1691917367?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/8f/e9/49/8fe949be-4dd5-dafc-4dd2-21a4cb8df2bb/9781250332387.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/8f/e9/49/8fe949be-4dd5-dafc-4dd2-21a4cb8df2bb/9781250332387.jpg/100x100bb.jpg,19.99,cleaned,1.0,USA,USD,2024-04-09T07:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5c/ca/89/5cca898f-507f-db50-6b5f-3a010192cae3/mzaf_4365023037741004333.std.aac.p.m4a,"""There are many incredible revelations about the relationships of John and Yoko and Paul and Linda and their impact on the band. This is one of those audiobooks you can't shut off and will never forget.""—<b>AudioFile (Earphones Award Winner)</b><br /><b><br />An oral history of The Beatles from never-before-seen interviews.<br /></b><i><br />All You Need Is Love</i> is a groundbreaking oral history of the one of the most enduring musical acts of all time. The material is comprised of intimate interviews with Paul McCartney, Yoko Ono, George Harrison, Ringo Starr, their families, friends and business associates that were conducted by Beatles intimate Peter Brown and author Steven Gaines in 1980-1981 during the preparation of their international bestseller, <i>The Love You Make</i>, which spent four months on the<i> New York Times</i> bestseller list in 1983 and remains the biggest selling biography worldwide about the Beatles<br /><br /> Only a small portion of the contents of these transcribed interviews have ever been revealed. The interviews are unique and candid. The information, stories, and experiences, and the authority of the people who relate to them, have historic value. No collection like this can ever be assembled again.<br /><br /> In addition to interviews with Paul, Yoko, Ringo and George, Brown and Gaines also include interviews from ex-wives Cynthia Lennon, Pattie Harrison Clapton, and Maureen Starkey, as well as the major social and business figures of the Beatles’ inner circle. Among other sought-after information the interviews contribute definitively as to why the Beatles broke up.<br /><br /><b>A Macmillan Audio production from St. Martin’s Press.</b>",,,,,,,,,,,,,,,,,,,,,,,,,,,,1103313.0
163,track,12224.0,1440793555.0,Paul McCartney,https://music.apple.com/us/artist/paul-mccartney/12224?uo=4,https://music.apple.com/us/album/wonderful-christmastime/1440793555?i=1440793856&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ea/0e/69/ea0e69d9-17cc-763e-4d21-e03b811e3f53/08UMGIM20016.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ea/0e/69/ea0e69d9-17cc-763e-4d21-e03b811e3f53/08UMGIM20016.rgb.jpg/100x100bb.jpg,9.99,notExplicit,25.0,USA,USD,1979-01-01T12:00:00Z,Holiday,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/39/f7/08/39f7087c-0c87-ac26-4b9c-389cba51b58c/mzaf_16876343070842607866.plus.aac.p.m4a,,,song,1440793856.0,The Essential NOW That's What I Call Christmas,Wonderful Christmastime,The Essential NOW That's What I Call Christmas,Wonderful Christmastime,https://music.apple.com/us/album/wonderful-christmastime/1440793555?i=1440793856&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ea/0e/69/ea0e69d9-17cc-763e-4d21-e03b811e3f53/08UMGIM20016.rgb.jpg/30x30bb.jpg,-1.0,notExplicit,1.0,1.0,17.0,224627.0,False,36270.0,,,,,,,,,,Various Artists,
164,audiobook,270708576.0,338505525.0,Alan Clayson,https://books.apple.com/us/author/alan-clayson/id270708576?uo=4,https://books.apple.com/us/audiobook/george-harrison/id338505525?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/7f/47/2a/mzi.mactdqeb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/7f/47/2a/mzi.mactdqeb.jpg/100x100bb.jpg,7.99,cleaned,1.0,USA,USD,2007-12-12T08:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/0e/34/40/0e344038-389a-7b12-7d24-d6da0ea06d7c/mzaf_7683800266064038765.std.aac.p.m4a,"Often overlooked as a songwriter, despite penning The Beatles' standards ""Something"" and ""Here Comes the Sun"", and being the first of the four to release solo material, George Harrison embraced fame reluctantly, retiring from public life after the assassination of John Lennon. Launching a spectacular late-1980s comeback with The Traveling Wilburys, he returned as a household name for a new generation with the Anthology projects and 2000's best-selling <i>1</i> album.<br />This abridged version of <i>George Harrison</i> chronicles the life of  ""the quiet one"" right up to his recent unsuccessful battle with cancer.",© 2007 Music Sales Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,170505.0
165,track,4416594.0,1440793555.0,John & Yoko and the Plastic Ono Band,https://music.apple.com/us/artist/john-lennon/4416594?uo=4,https://music.apple.com/us/album/happy-xmas-war-is-over-with-the-harlem-community-choir/1440793555?i=1440793563&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ea/0e/69/ea0e69d9-17cc-763e-4d21-e03b811e3f53/08UMGIM20016.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ea/0e/69/ea0e69d9-17cc-763e-4d21-e03b811e3f53/08UMGIM20016.rgb.jpg/100x100bb.jpg,9.99,notExplicit,25.0,USA,USD,1969-01-01T12:00:00Z,Holiday,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/d1/5f/98/d15f982b-f894-bf05-c950-476935f4a488/mzaf_16642466534030791553.plus.aac.p.m4a,,,song,1440793563.0,The Essential NOW That's What I Call Christmas,Happy Xmas (War Is Over) [with the Harlem Community Choir],The Essential NOW That's What I Call Christmas,Happy Xmas (War Is Over) [with the Harlem Community Choir],https://music.apple.com/us/album/happy-xmas-war-is-over-with-the-harlem-community-choir/1440793555?i=1440793563&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ea/0e/69/ea0e69d9-17cc-763e-4d21-e03b811e3f53/08UMGIM20016.rgb.jpg/30x30bb.jpg,-1.0,notExplicit,1.0,1.0,1.0,211947.0,False,36270.0,,,,,,,,,,Various Artists,
166,track,4416594.0,,John Lennon,https://music.apple.com/us/artist/john-lennon/4416594?uo=4,,https://is1-ssl.mzstatic.com/image/thumb/Music/6c/5e/dd/mzi.wdvovswm.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/6c/5e/dd/mzi.wdvovswm.jpg/100x100bb.jpg,9.99,notExplicit,,USA,USD,2010-01-01T08:00:00Z,Documentary,https://video-ssl.itunes.apple.com/itunes-assets/Video122/v4/19/83/42/198342d7-c9e4-cc93-4a9e-36982870061d/mzvf_8854482669613569021.640x480.h264lc.U.p.m4v,,,feature-movie,272312331.0,,Imagine: John Lennon,,Imagine: John Lennon,https://itunes.apple.com/us/movie/imagine-john-lennon/id272312331?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/6c/5e/dd/mzi.wdvovswm.jpg/30x30bb.jpg,9.99,notExplicit,,,,6364900.0,,,,3.99,9.99,9.99,3.99,R,,"A startling and powerful new film derived from 200 hours of footage, stills & heretofore unpublished music from John Lennon's and Yoko Ono's personal collection. A moving and revealing look at a man who was a musician, artist, writer, poet, and whose fame lives on.",,,
167,track,255233.0,1440629897.0,George Harrison,https://music.apple.com/us/artist/george-harrison/255233?uo=4,https://music.apple.com/us/album/my-sweet-lord/1440629897?i=1440630169&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/cb/59/f4/cb59f4e3-69b5-f95c-cc5d-22637b29e139/00050087368777.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/cb/59/f4/cb59f4e3-69b5-f95c-cc5d-22637b29e139/00050087368777.rgb.jpg/100x100bb.jpg,9.99,notExplicit,14.0,USA,USD,1970-11-27T12:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/8c/24/09/8c2409ac-283c-600c-73af-3de9b77d80ff/mzaf_2781021785013339083.plus.aac.p.m4a,,,song,1440630169.0,"Guardians of the Galaxy, Vol. 2 (Original Motion Picture Soundtrack) [Awesome Mix, Vol. 2]",My Sweet Lord,"Guardians of the Galaxy, Vol. 2 (Original Motion Picture Soundtrack) [Awesome Mix, Vol. 2]",My Sweet Lord,https://music.apple.com/us/album/my-sweet-lord/1440629897?i=1440630169&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/cb/59/f4/cb59f4e3-69b5-f95c-cc5d-22637b29e139/00050087368777.rgb.jpg/30x30bb.jpg,-1.0,notExplicit,1.0,1.0,7.0,277947.0,False,36270.0,,,,,,,,,,Various Artists,
168,track,136975.0,1474815798.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/come-together-2019-mix/1474815798?i=1474815799&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/48/53/43/485343e3-dd6a-0034-faec-f4b6403f8108/13UMGIM63890.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/48/53/43/485343e3-dd6a-0034-faec-f4b6403f8108/13UMGIM63890.rgb.jpg/100x100bb.jpg,12.99,notExplicit,17.0,USA,USD,2019-09-20T07:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/17/36/6f/17366f45-fa1d-9a53-19b7-6b8586307c7b/mzaf_15022565813740854053.plus.aac.p.m4a,,,song,1474815799.0,Abbey Road (2019 Mix),Come Together,Abbey Road (2019 Mix),Come Together (2019 Mix),https://music.apple.com/us/album/come-together-2019-mix/1474815798?i=1474815799&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/48/53/43/485343e3-dd6a-0034-faec-f4b6403f8108/13UMGIM63890.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,1.0,260200.0,True,,,,,,,,,,,,
169,track,,,James Keach,,,https://is1-ssl.mzstatic.com/image/thumb/Video2/v4/31/43/d2/3143d218-b335-a273-1de5-321718331970/mza_4699745008758705041.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Video2/v4/31/43/d2/3143d218-b335-a273-1de5-321718331970/mza_4699745008758705041.jpg/100x100bb.jpg,9.99,notExplicit,,USA,USD,2014-10-24T07:00:00Z,Documentary,https://video-ssl.itunes.apple.com/itunes-assets/Video122/v4/5a/38/7c/5a387ca7-3ae7-2896-2786-0341c6b3a58b/mzvf_8995122316227209948.640x476.h264lc.U.p.m4v,,,feature-movie,931836194.0,,Glen Campbell: I'll Be Me,,Glen Campbell: I'll Be Me,https://itunes.apple.com/us/movie/glen-campbell-ill-be-me/id931836194?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Video2/v4/31/43/d2/3143d218-b335-a273-1de5-321718331970/mza_4699745008758705041.jpg/30x30bb.jpg,9.99,notExplicit,,,,6269227.0,,,,3.99,12.99,12.99,3.99,PG,"In 2011, music legend Glen Campbell set out on an unprecedented tour across America. He thought it","In 2011, music legend Glen Campbell set out on an unprecedented tour across America. He thought it would last 5 weeks; instead it went for 151 spectacular sold out shows over a triumphant year and a half. What made this tour extraordinary was that Glen had recently been diagnosed with Alzheimer’s disease. He was told to hang up his guitar and prepare for the inevitable. Instead, Glen and his wife went public with his diagnosis and announced that he and his family would set out on a ""Goodbye Tour.” The film documents this extraordinary journey as he and his family attempt to navigate the wildly unpredictable nature of Glen’s progressing disease using love, laughter and music as their medicine of choice. Special appearances include Bruce Springsteen, The Edge, Paul McCartney, Blake Shelton, Keith Urban, Brad Paisley, Taylor Swift, Steve Martin and Chad Smith among many others.",,,
170,track,136975.0,1713197371.0,The Beatles,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/now-and-then/1713197371?i=1713197541&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/96/e6/1b/96e61b5a-df50-7597-8866-183d22698b91/22UMGIM64020.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/96/e6/1b/96e61b5a-df50-7597-8866-183d22698b91/22UMGIM64020.rgb.jpg/100x100bb.jpg,1.99,notExplicit,2.0,USA,USD,2023-11-02T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/51/26/99/5126995d-a9ea-92d3-45ac-429442362db2/mzaf_9121666620162932149.plus.aac.p.m4a,,,song,1713197541.0,Now And Then - Single,Now And Then,Now And Then - Single,Now And Then,https://music.apple.com/us/album/now-and-then/1713197371?i=1713197541&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/96/e6/1b/96e61b5a-df50-7597-8866-183d22698b91/22UMGIM64020.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,1.0,248333.0,True,,,,,,,,,,,,
